Sigla Empresa,Nombre,Fecha,A¤o,N£mero de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tr fico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tr fico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
1BB,ALLAS S.A.S,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,ACR,ARARACUARA,SOLANO,COLOMBIA,N,T,0,"1,950",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,13,"11,135",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,20,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,T,6,"10,560",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,9,"4,037",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5,"5,700",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,7KR,SILVANA,CUMARIBO,COLOMBIA,N,T,2,68,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,96,"6,860",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,N,T,2,40,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,LMC,LA MACARENA - META,LA MACARENA,COLOMBIA,N,T,14,101,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,N,T,71,"4,260",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,2,18,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,5,"6,988",Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,APO,ANTONIO ROLDAN BETANCOURT,CAREPA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BCT,AFONSO PENA,CURITIBA,BRASIL,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,0,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,SANTIAGO DE CALI,COLOMBIA,N,T,7,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,CLO,CALI - ALFONSO BONILLA ARAGON,SANTIAGO DE CALI,COLOMBIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,CLO,CALI - ALFONSO BONILLA ARAGON,SANTIAGO DE CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,15,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,T,3,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,12,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,MTR,MONTER?A - LOS GARZONES,MONTER?A,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,GRU,GUARULHOS,SAO PAULO,BRASIL,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,8,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,GUA,LA AURORA,GUATEMALA,GUATEMALA,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,I,T,5,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,HOU,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,8,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,IBE,PERALES,IBAGU,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,T,8,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,APO,ANTONIO ROLDAN BETANCOURT,CAREPA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,ARI,CHACALLUTA,ARICA,CHILE,I,T,8,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,T,13,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BCT,AFONSO PENA,CURITIBA,BRASIL,I,T,2,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BOG,BOGOTA - EL DORADO,"BOGOT?, D.C.",COLOMBIA,N,T,10,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,SANTIAGO DE CALI,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,HOU,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,ESTADOS UNIDOS,I,T,8,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,T,8,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,PEI,PEREIRA - MATECA¥A,PEREIRA,COLOMBIA,N,T,19,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,T,9,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,MTR,MONTER?A - LOS GARZONES,MONTER?A,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,PEI,PEREIRA - MATECA¥A,PEREIRA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,PEI,PEREIRA - MATECA¥A,PEREIRA,COLOMBIA,PSO,PASTO - ANTONIO NARI¥O,PASTO,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,PPN,GUILLERMO LEON VALENCIA,POPAY?N,COLOMBIA,IBE,PERALES,IBAGU,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,PSO,PASTO - ANTONIO NARI¥O,PASTO,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAY?N,COLOMBIA,N,T,7,0,Nacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,0,0,Internacional,Aerotaxi,No Regular,marzo
1BC,INTEREJECUTIVA,3/1/2025,2025,3,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NU¥EZ,CARTAGENA DE INDIAS,COLOMBIA,N,T,9,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,N,T,7,20,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,9,95,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7IV,AKAE,LA PRIMAVERA,COLOMBIA,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7IV,AKAE,LA PRIMAVERA,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,1,75,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,7IV,AKAE,LA PRIMAVERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,3,65,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,9DE,LUNA PARK,LA PRIMAVERA,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,2,9,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,A08,EL PLACER,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,4,100,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,A13,MIRITI PARANA,MIRIT? - PARAN?,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,5,54,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,ACR,ARARACUARA,SOLANO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,20,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,N,T,10,145,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,15,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5,100,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,CRU,CARUR?,CARUR?,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,CRU,CARUR?,CARUR?,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,23,522,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,LGT,LAS GAVIOTAS,PUERTO LLERAS,COLOMBIA,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,N,T,1,100,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,LGT,LAS GAVIOTAS,PUERTO LLERAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,6,20,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,LMC,LA MACARENA - META,LA MACARENA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,T,4,53,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,LMC,LA MACARENA - META,LA MACARENA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,137,"3,452",Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,2,21,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,MAP,MAPIRIP?N,MAPIRIP?N,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,20,700,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,CRU,CARUR?,CARUR?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,43,442,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,N,T,2,50,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,7IV,AKAE,LA PRIMAVERA,COLOMBIA,N,T,1,75,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,A08,EL PLACER,CUMARIBO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5,20,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,7,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PGP,LA PLATA PUERTO TRUJILLO,PUERTO GAIT?N,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,4,15,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,N,T,4,95,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,N,T,9,225,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,63,585,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,9,130,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,A13,MIRITI PARANA,MIRIT? - PARAN?,COLOMBIA,N,T,5,52,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,ACR,ARARACUARA,SOLANO,COLOMBIA,N,T,1,45,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,CRU,CARUR?,CARUR?,COLOMBIA,N,T,34,"2,372",Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,39,663,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,7,140,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,LGT,LAS GAVIOTAS,PUERTO LLERAS,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,27,510,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,URM,URIBE,LA URIBE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,1,50,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,N,T,9,38,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,7IV,AKAE,LA PRIMAVERA,COLOMBIA,N,T,6,69,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,9DE,LUNA PARK,LA PRIMAVERA,COLOMBIA,N,T,3,37,Nacional,Aerotaxi,No Regular,marzo
1BR,AEROLINEAS LLANERAS ARALL LTDA.,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,A13,MIRITI PARANA,MIRIT? - PARAN?,COLOMBIA,N,T,4,70,Nacional,Aerotaxi,No Regular,marzo
